,horizon,date_origin,date_target,target,stl_lag_1,stl_lag_2,stl_lag_3,stl_lag_4,stl_lag_5,stl_lag_6,stl_lag_7,stl_lag_8,stl_lag_9,stl_lag_10,stl_lag_11,stl_lag_12,stl_lag_13,arima_lag_1,arima_lag_2,arima_lag_3,arima_lag_4,arima_lag_5,arima_lag_6,arima_lag_7,arima_lag_8,arima_lag_9,arima_lag_10,arima_lag_11,arima_lag_12,arima_lag_13
1,2,2013-02-09,2013-02-11,65.29166666666667,59.83333333333334,188.58333333333331,60.33333333333334,12.666666666666664,93.75,93.41666666666669,37.54166666666666,188.875,49.08333333333334,34.583333333333336,173.5,277.9166666666667,432.16666666666674,59.83333333333334,188.58333333333331,60.33333333333334,12.666666666666664,93.75,93.41666666666669,37.54166666666666,188.875,49.08333333333334,34.583333333333336,173.5,277.9166666666667,432.16666666666674
2,3,2013-02-09,2013-02-12,119.125,37.88122277195571,59.83333333333334,188.58333333333331,60.33333333333334,12.666666666666664,93.75,93.41666666666669,37.54166666666666,188.875,49.08333333333334,34.583333333333336,173.5,277.9166666666667,58.48318224311381,59.83333333333334,188.58333333333331,60.33333333333334,12.666666666666664,93.75,93.41666666666669,37.54166666666666,188.875,49.08333333333334,34.583333333333336,173.5,277.9166666666667
3,4,2013-02-09,2013-02-13,315.0416666666667,107.81707732806095,37.88122277195571,59.83333333333334,188.58333333333331,60.33333333333334,12.666666666666664,93.75,93.41666666666669,37.54166666666666,188.875,49.08333333333334,34.583333333333336,173.5,87.96385067510079,58.48318224311381,59.83333333333334,188.58333333333331,60.33333333333334,12.666666666666664,93.75,93.41666666666669,37.54166666666666,188.875,49.08333333333334,34.583333333333336,173.5
4,5,2013-02-09,2013-02-14,67.875,69.25981672461877,107.81707732806095,37.88122277195571,59.83333333333334,188.58333333333331,60.33333333333334,12.666666666666664,93.75,93.41666666666669,37.54166666666666,188.875,49.08333333333334,34.583333333333336,101.03228155718902,87.96385067510079,58.48318224311381,59.83333333333334,188.58333333333331,60.33333333333334,12.666666666666664,93.75,93.41666666666669,37.54166666666666,188.875,49.08333333333334,34.583333333333336
5,6,2013-02-09,2013-02-15,40.54166666666666,102.07680044048053,69.25981672461877,107.81707732806095,37.88122277195571,59.83333333333334,188.58333333333331,60.33333333333334,12.666666666666664,93.75,93.41666666666669,37.54166666666666,188.875,49.08333333333334,107.84955979978426,101.03228155718902,87.96385067510079,58.48318224311381,59.83333333333334,188.58333333333331,60.33333333333334,12.666666666666664,93.75,93.41666666666669,37.54166666666666,188.875,49.08333333333334
6,7,2013-02-09,2013-02-16,145.375,109.42849147756657,102.07680044048053,69.25981672461877,107.81707732806095,37.88122277195571,59.83333333333334,188.58333333333331,60.33333333333334,12.666666666666664,93.75,93.41666666666669,37.54166666666666,188.875,112.23562739160015,107.84955979978426,101.03228155718902,87.96385067510079,58.48318224311381,59.83333333333334,188.58333333333331,60.33333333333334,12.666666666666664,93.75,93.41666666666669,37.54166666666666,188.875
0,1,2013-02-16,2013-02-17,124.04166666666669,145.375,40.54166666666666,67.875,315.0416666666667,119.125,65.29166666666667,59.83333333333334,188.58333333333331,60.33333333333334,12.666666666666664,93.75,93.41666666666669,37.54166666666666,145.375,40.54166666666666,67.875,315.0416666666667,119.125,65.29166666666667,59.83333333333334,188.58333333333331,60.33333333333334,12.666666666666664,93.75,93.41666666666669,37.54166666666666
1,2,2013-02-16,2013-02-18,22.375,124.04166666666669,145.375,40.54166666666666,67.875,315.0416666666667,119.125,65.29166666666667,59.83333333333334,188.58333333333331,60.33333333333334,12.666666666666664,93.75,93.41666666666669,124.04166666666669,145.375,40.54166666666666,67.875,315.0416666666667,119.125,65.29166666666667,59.83333333333334,188.58333333333331,60.33333333333334,12.666666666666664,93.75,93.41666666666669
2,3,2013-02-16,2013-02-19,32.958333333333336,109.30029165626493,124.04166666666669,145.375,40.54166666666666,67.875,315.0416666666667,119.125,65.29166666666667,59.83333333333334,188.58333333333331,60.33333333333334,12.666666666666664,93.75,118.2521801542859,124.04166666666669,145.375,40.54166666666666,67.875,315.0416666666667,119.125,65.29166666666667,59.83333333333334,188.58333333333331,60.33333333333334,12.666666666666664,93.75
3,4,2013-02-16,2013-02-20,83.41666666666667,213.71158497400413,109.30029165626493,124.04166666666669,145.375,40.54166666666666,67.875,315.0416666666667,119.125,65.29166666666667,59.83333333333334,188.58333333333331,60.33333333333334,12.666666666666664,123.63836106201748,118.2521801542859,124.04166666666669,145.375,40.54166666666666,67.875,315.0416666666667,119.125,65.29166666666667,59.83333333333334,188.58333333333331,60.33333333333334,12.666666666666664
4,5,2013-02-16,2013-02-21,212.66666666666663,229.3589485397244,213.71158497400413,109.30029165626493,124.04166666666669,145.375,40.54166666666666,67.875,315.0416666666667,119.125,65.29166666666667,59.83333333333334,188.58333333333331,60.33333333333334,126.49411034986346,123.63836106201748,118.2521801542859,124.04166666666669,145.375,40.54166666666666,67.875,315.0416666666667,119.125,65.29166666666667,59.83333333333334,188.58333333333331,60.33333333333334
5,6,2013-02-16,2013-02-22,85.08333333333333,202.15911031478748,229.3589485397244,213.71158497400413,109.30029165626493,124.04166666666669,145.375,40.54166666666666,67.875,315.0416666666667,119.125,65.29166666666667,59.83333333333334,188.58333333333331,128.11802994993303,126.49411034986346,123.63836106201748,118.2521801542859,124.04166666666669,145.375,40.54166666666666,67.875,315.0416666666667,119.125,65.29166666666667,59.83333333333334,188.58333333333331
6,7,2013-02-16,2013-02-23,149.0,191.0425952074013,202.15911031478748,229.3589485397244,213.71158497400413,109.30029165626493,124.04166666666669,145.375,40.54166666666666,67.875,315.0416666666667,119.125,65.29166666666667,59.83333333333334,128.97812465095706,128.11802994993303,126.49411034986346,123.63836106201748,118.2521801542859,124.04166666666669,145.375,40.54166666666666,67.875,315.0416666666667,119.125,65.29166666666667,59.83333333333334
0,1,2013-02-23,2013-02-24,332.875,149.0,85.08333333333333,212.66666666666663,83.41666666666667,32.958333333333336,22.375,124.04166666666669,145.375,40.54166666666666,67.875,315.0416666666667,119.125,65.29166666666667,149.0,85.08333333333333,212.66666666666663,83.41666666666667,32.958333333333336,22.375,124.04166666666669,145.375,40.54166666666666,67.875,315.0416666666667,119.125,65.29166666666667
1,2,2013-02-23,2013-02-25,159.45833333333334,332.875,149.0,85.08333333333333,212.66666666666663,83.41666666666667,32.958333333333336,22.375,124.04166666666669,145.375,40.54166666666666,67.875,315.0416666666667,119.125,332.875,149.0,85.08333333333333,212.66666666666663,83.41666666666667,32.958333333333336,22.375,124.04166666666669,145.375,40.54166666666666,67.875,315.0416666666667,119.125
2,3,2013-02-23,2013-02-26,216.41666666666663,56.49484606759765,332.875,149.0,85.08333333333333,212.66666666666663,83.41666666666667,32.958333333333336,22.375,124.04166666666669,145.375,40.54166666666666,67.875,315.0416666666667,256.4346854791282,332.875,149.0,85.08333333333333,212.66666666666663,83.41666666666667,32.958333333333336,22.375,124.04166666666669,145.375,40.54166666666666,67.875,315.0416666666667
3,4,2013-02-23,2013-02-27,245.70833333333331,96.06137225872824,56.49484606759765,332.875,149.0,85.08333333333333,212.66666666666663,83.41666666666667,32.958333333333336,22.375,124.04166666666669,145.375,40.54166666666666,67.875,177.78707790962227,256.4346854791282,332.875,149.0,85.08333333333333,212.66666666666663,83.41666666666667,32.958333333333336,22.375,124.04166666666669,145.375,40.54166666666666,67.875
4,5,2013-02-23,2013-02-28,221.125,87.8503153157553,96.06137225872824,56.49484606759765,332.875,149.0,85.08333333333333,212.66666666666663,83.41666666666667,32.958333333333336,22.375,124.04166666666669,145.375,40.54166666666666,147.64078720031682,177.78707790962227,256.4346854791282,332.875,149.0,85.08333333333333,212.66666666666663,83.41666666666667,32.958333333333336,22.375,124.04166666666669,145.375,40.54166666666666
5,6,2013-02-23,2013-03-01,10.5,87.93093533333975,87.8503153157553,96.06137225872824,56.49484606759765,332.875,149.0,85.08333333333333,212.66666666666663,83.41666666666667,32.958333333333336,22.375,124.04166666666669,145.375,135.02209873777574,147.64078720031682,177.78707790962227,256.4346854791282,332.875,149.0,85.08333333333333,212.66666666666663,83.41666666666667,32.958333333333336,22.375,124.04166666666669,145.375
6,7,2013-02-23,2013-03-02,48.83333333333334,108.51155020397886,87.93093533333975,87.8503153157553,96.06137225872824,56.49484606759765,332.875,149.0,85.08333333333333,212.66666666666663,83.41666666666667,32.958333333333336,22.375,124.04166666666669,128.56786508846852,135.02209873777574,147.64078720031682,177.78707790962227,256.4346854791282,332.875,149.0,85.08333333333333,212.66666666666663,83.41666666666667,32.958333333333336,22.375,124.04166666666669
0,1,2013-03-02,2013-03-03,101.0,48.83333333333334,10.5,221.125,245.70833333333331,216.41666666666663,159.45833333333334,332.875,149.0,85.08333333333333,212.66666666666663,83.41666666666667,32.958333333333336,22.375,48.83333333333334,10.5,221.125,245.70833333333331,216.41666666666663,159.45833333333334,332.875,149.0,85.08333333333333,212.66666666666663,83.41666666666667,32.958333333333336,22.375
1,2,2013-03-02,2013-03-04,24.66666666666667,101.0,48.83333333333334,10.5,221.125,245.70833333333331,216.41666666666663,159.45833333333334,332.875,149.0,85.08333333333333,212.66666666666663,83.41666666666667,32.958333333333336,101.0,48.83333333333334,10.5,221.125,245.70833333333331,216.41666666666663,159.45833333333334,332.875,149.0,85.08333333333333,212.66666666666663,83.41666666666667,32.958333333333336
2,3,2013-03-02,2013-03-05,183.41666666666663,72.78365312141662,101.0,48.83333333333334,10.5,221.125,245.70833333333331,216.41666666666663,159.45833333333334,332.875,149.0,85.08333333333333,212.66666666666663,83.41666666666667,110.06505123031286,101.0,48.83333333333334,10.5,221.125,245.70833333333331,216.41666666666663,159.45833333333334,332.875,149.0,85.08333333333333,212.66666666666663,83.41666666666667
3,4,2013-03-02,2013-03-06,227.33333333333331,66.20449137371808,72.78365312141662,101.0,48.83333333333334,10.5,221.125,245.70833333333331,216.41666666666663,159.45833333333334,332.875,149.0,85.08333333333333,212.66666666666663,109.34399062923336,110.06505123031286,101.0,48.83333333333334,10.5,221.125,245.70833333333331,216.41666666666663,159.45833333333334,332.875,149.0,85.08333333333333,212.66666666666663
4,5,2013-03-02,2013-03-07,318.4583333333333,32.45545335745936,66.20449137371808,72.78365312141662,101.0,48.83333333333334,10.5,221.125,245.70833333333331,216.41666666666663,159.45833333333334,332.875,149.0,85.08333333333333,106.53990675657505,109.34399062923336,110.06505123031286,101.0,48.83333333333334,10.5,221.125,245.70833333333331,216.41666666666663,159.45833333333334,332.875,149.0,85.08333333333333
5,6,2013-03-02,2013-03-08,222.16666666666663,16.334921358449023,32.45545335745936,66.20449137371808,72.78365312141662,101.0,48.83333333333334,10.5,221.125,245.70833333333331,216.41666666666663,159.45833333333334,332.875,149.0,102.95428213705678,106.53990675657505,109.34399062923336,110.06505123031286,101.0,48.83333333333334,10.5,221.125,245.70833333333331,216.41666666666663,159.45833333333334,332.875,149.0
6,7,2013-03-02,2013-03-09,64.45833333333333,9.633688359373238,16.334921358449023,32.45545335745936,66.20449137371808,72.78365312141662,101.0,48.83333333333334,10.5,221.125,245.70833333333331,216.41666666666663,159.45833333333334,332.875,99.1117665708355,102.95428213705678,106.53990675657505,109.34399062923336,110.06505123031286,101.0,48.83333333333334,10.5,221.125,245.70833333333331,216.41666666666663,159.45833333333334,332.875
0,1,2013-03-09,2013-03-10,42.125,64.45833333333333,222.16666666666663,318.4583333333333,227.33333333333331,183.41666666666663,24.66666666666667,101.0,48.83333333333334,10.5,221.125,245.70833333333331,216.41666666666663,159.45833333333334,64.45833333333333,222.16666666666663,318.4583333333333,227.33333333333331,183.41666666666663,24.66666666666667,101.0,48.83333333333334,10.5,221.125,245.70833333333331,216.41666666666663,159.45833333333334
1,2,2013-03-09,2013-03-11,126.58333333333331,42.125,64.45833333333333,222.16666666666663,318.4583333333333,227.33333333333331,183.41666666666663,24.66666666666667,101.0,48.83333333333334,10.5,221.125,245.70833333333331,216.41666666666663,42.125,64.45833333333333,222.16666666666663,318.4583333333333,227.33333333333331,183.41666666666663,24.66666666666667,101.0,48.83333333333334,10.5,221.125,245.70833333333331,216.41666666666663
2,3,2013-03-09,2013-03-12,147.20833333333334,107.79040393047511,42.125,64.45833333333333,222.16666666666663,318.4583333333333,227.33333333333331,183.41666666666663,24.66666666666667,101.0,48.83333333333334,10.5,221.125,245.70833333333331,67.02639825293255,42.125,64.45833333333333,222.16666666666663,318.4583333333333,227.33333333333331,183.41666666666663,24.66666666666667,101.0,48.83333333333334,10.5,221.125,245.70833333333331
3,4,2013-03-09,2013-03-13,22.04166666666667,89.74996314416767,107.79040393047511,42.125,64.45833333333333,222.16666666666663,318.4583333333333,227.33333333333331,183.41666666666663,24.66666666666667,101.0,48.83333333333334,10.5,221.125,79.37555076486687,67.02639825293255,42.125,64.45833333333333,222.16666666666663,318.4583333333333,227.33333333333331,183.41666666666663,24.66666666666667,101.0,48.83333333333334,10.5,221.125
4,5,2013-03-09,2013-03-14,113.0,63.33447540956503,89.74996314416767,107.79040393047511,42.125,64.45833333333333,222.16666666666663,318.4583333333333,227.33333333333331,183.41666666666663,24.66666666666667,101.0,48.83333333333334,10.5,82.03089665797515,79.37555076486687,67.02639825293255,42.125,64.45833333333333,222.16666666666663,318.4583333333333,227.33333333333331,183.41666666666663,24.66666666666667,101.0,48.83333333333334,10.5
5,6,2013-03-09,2013-03-15,257.5416666666667,29.377344482443334,63.33447540956503,89.74996314416767,107.79040393047511,42.125,64.45833333333333,222.16666666666663,318.4583333333333,227.33333333333331,183.41666666666663,24.66666666666667,101.0,48.83333333333334,81.31308377903376,82.03089665797515,79.37555076486687,67.02639825293255,42.125,64.45833333333333,222.16666666666663,318.4583333333333,227.33333333333331,183.41666666666663,24.66666666666667,101.0,48.83333333333334
6,7,2013-03-09,2013-03-16,267.7708333333333,61.39242404047005,29.377344482443334,63.33447540956503,89.74996314416767,107.79040393047511,42.125,64.45833333333333,222.16666666666663,318.4583333333333,227.33333333333331,183.41666666666663,24.66666666666667,101.0,79.58638381992431,81.31308377903376,82.03089665797515,79.37555076486687,67.02639825293255,42.125,64.45833333333333,222.16666666666663,318.4583333333333,227.33333333333331,183.41666666666663,24.66666666666667,101.0
0,1,2013-03-16,2013-03-17,351.29166666666674,267.7708333333333,257.5416666666667,113.0,22.04166666666667,147.20833333333334,126.58333333333331,42.125,64.45833333333333,222.16666666666663,318.4583333333333,227.33333333333331,183.41666666666663,24.66666666666667,267.7708333333333,257.5416666666667,113.0,22.04166666666667,147.20833333333334,126.58333333333331,42.125,64.45833333333333,222.16666666666663,318.4583333333333,227.33333333333331,183.41666666666663,24.66666666666667
1,2,2013-03-16,2013-03-18,52.70833333333334,351.29166666666674,267.7708333333333,257.5416666666667,113.0,22.04166666666667,147.20833333333334,126.58333333333331,42.125,64.45833333333333,222.16666666666663,318.4583333333333,227.33333333333331,183.41666666666663,351.29166666666674,267.7708333333333,257.5416666666667,113.0,22.04166666666667,147.20833333333334,126.58333333333331,42.125,64.45833333333333,222.16666666666663,318.4583333333333,227.33333333333331,183.41666666666663
2,3,2013-03-16,2013-03-19,56.16666666666666,109.79127290431686,351.29166666666674,267.7708333333333,257.5416666666667,113.0,22.04166666666667,147.20833333333334,126.58333333333331,42.125,64.45833333333333,222.16666666666663,318.4583333333333,227.33333333333331,236.39628319324106,351.29166666666674,267.7708333333333,257.5416666666667,113.0,22.04166666666667,147.20833333333334,126.58333333333331,42.125,64.45833333333333,222.16666666666663,318.4583333333333,227.33333333333331
3,4,2013-03-16,2013-03-20,64.91666666666667,110.30886311399466,109.79127290431686,351.29166666666674,267.7708333333333,257.5416666666667,113.0,22.04166666666667,147.20833333333334,126.58333333333331,42.125,64.45833333333333,222.16666666666663,318.4583333333333,144.62828885332067,236.39628319324106,351.29166666666674,267.7708333333333,257.5416666666667,113.0,22.04166666666667,147.20833333333334,126.58333333333331,42.125,64.45833333333333,222.16666666666663,318.4583333333333
4,5,2013-03-16,2013-03-21,157.625,71.07945033137814,110.30886311399466,109.79127290431686,351.29166666666674,267.7708333333333,257.5416666666667,113.0,22.04166666666667,147.20833333333334,126.58333333333331,42.125,64.45833333333333,222.16666666666663,110.07220430309776,144.62828885332067,236.39628319324106,351.29166666666674,267.7708333333333,257.5416666666667,113.0,22.04166666666667,147.20833333333334,126.58333333333331,42.125,64.45833333333333,222.16666666666663
5,6,2013-03-16,2013-03-22,64.5,147.44559189857355,71.07945033137814,110.30886311399466,109.79127290431686,351.29166666666674,267.7708333333333,257.5416666666667,113.0,22.04166666666667,147.20833333333334,126.58333333333331,42.125,64.45833333333333,96.86071652818084,110.07220430309776,144.62828885332067,236.39628319324106,351.29166666666674,267.7708333333333,257.5416666666667,113.0,22.04166666666667,147.20833333333334,126.58333333333331,42.125,64.45833333333333
6,7,2013-03-16,2013-03-23,55.16666666666666,72.5532737804973,147.44559189857355,71.07945033137814,110.30886311399466,109.79127290431686,351.29166666666674,267.7708333333333,257.5416666666667,113.0,22.04166666666667,147.20833333333334,126.58333333333331,42.125,91.68169097529898,96.86071652818084,110.07220430309776,144.62828885332067,236.39628319324106,351.29166666666674,267.7708333333333,257.5416666666667,113.0,22.04166666666667,147.20833333333334,126.58333333333331,42.125
0,1,2013-03-23,2013-03-24,23.33333333333333,55.16666666666666,64.5,157.625,64.91666666666667,56.16666666666666,52.70833333333334,351.29166666666674,267.7708333333333,257.5416666666667,113.0,22.04166666666667,147.20833333333334,126.58333333333331,55.16666666666666,64.5,157.625,64.91666666666667,56.16666666666666,52.70833333333334,351.29166666666674,267.7708333333333,257.5416666666667,113.0,22.04166666666667,147.20833333333334,126.58333333333331
1,2,2013-03-23,2013-03-25,114.10416666666669,23.33333333333333,55.16666666666666,64.5,157.625,64.91666666666667,56.16666666666666,52.70833333333334,351.29166666666674,267.7708333333333,257.5416666666667,113.0,22.04166666666667,147.20833333333334,23.33333333333333,55.16666666666666,64.5,157.625,64.91666666666667,56.16666666666666,52.70833333333334,351.29166666666674,267.7708333333333,257.5416666666667,113.0,22.04166666666667,147.20833333333334
2,3,2013-03-23,2013-03-26,196.54166666666663,50.98082352169536,23.33333333333333,55.16666666666666,64.5,157.625,64.91666666666667,56.16666666666666,52.70833333333334,351.29166666666674,267.7708333333333,257.5416666666667,113.0,22.04166666666667,46.81502391423835,23.33333333333333,55.16666666666666,64.5,157.625,64.91666666666667,56.16666666666666,52.70833333333334,351.29166666666674,267.7708333333333,257.5416666666667,113.0,22.04166666666667
3,4,2013-03-23,2013-03-27,92.70833333333331,77.3999065609904,50.98082352169536,23.33333333333333,55.16666666666666,64.5,157.625,64.91666666666667,56.16666666666666,52.70833333333334,351.29166666666674,267.7708333333333,257.5416666666667,113.0,68.76577463192233,46.81502391423835,23.33333333333333,55.16666666666666,64.5,157.625,64.91666666666667,56.16666666666666,52.70833333333334,351.29166666666674,267.7708333333333,257.5416666666667,113.0
4,5,2013-03-23,2013-03-28,37.083333333333336,69.81892909761844,77.3999065609904,50.98082352169536,23.33333333333333,55.16666666666666,64.5,157.625,64.91666666666667,56.16666666666666,52.70833333333334,351.29166666666674,267.7708333333333,257.5416666666667,77.35157316473706,68.76577463192233,46.81502391423835,23.33333333333333,55.16666666666666,64.5,157.625,64.91666666666667,56.16666666666666,52.70833333333334,351.29166666666674,267.7708333333333,257.5416666666667
5,6,2013-03-23,2013-03-29,95.91666666666669,109.001241528397,69.81892909761844,77.3999065609904,50.98082352169536,23.33333333333333,55.16666666666666,64.5,157.625,64.91666666666667,56.16666666666666,52.70833333333334,351.29166666666674,267.7708333333333,81.00342599438525,77.35157316473706,68.76577463192233,46.81502391423835,23.33333333333333,55.16666666666666,64.5,157.625,64.91666666666667,56.16666666666666,52.70833333333334,351.29166666666674,267.7708333333333
6,7,2013-03-23,2013-03-30,94.58333333333331,113.13724253721256,109.001241528397,69.81892909761844,77.3999065609904,50.98082352169536,23.33333333333333,55.16666666666666,64.5,157.625,64.91666666666667,56.16666666666666,52.70833333333334,351.29166666666674,82.8375037965832,81.00342599438525,77.35157316473706,68.76577463192233,46.81502391423835,23.33333333333333,55.16666666666666,64.5,157.625,64.91666666666667,56.16666666666666,52.70833333333334,351.29166666666674
0,1,2013-03-30,2013-03-31,200.45833333333331,94.58333333333331,95.91666666666669,37.083333333333336,92.70833333333331,196.54166666666663,114.10416666666669,23.33333333333333,55.16666666666666,64.5,157.625,64.91666666666667,56.16666666666666,52.70833333333334,94.58333333333331,95.91666666666669,37.083333333333336,92.70833333333331,196.54166666666663,114.10416666666669,23.33333333333333,55.16666666666666,64.5,157.625,64.91666666666667,56.16666666666666,52.70833333333334
1,2,2013-03-30,2013-04-01,95.66666666666669,200.45833333333331,94.58333333333331,95.91666666666669,37.083333333333336,92.70833333333331,196.54166666666663,114.10416666666669,23.33333333333333,55.16666666666666,64.5,157.625,64.91666666666667,56.16666666666666,200.45833333333331,94.58333333333331,95.91666666666669,37.083333333333336,92.70833333333331,196.54166666666663,114.10416666666669,23.33333333333333,55.16666666666666,64.5,157.625,64.91666666666667,56.16666666666666
2,3,2013-03-30,2013-04-02,118.33333333333331,45.19494387463375,200.45833333333331,94.58333333333331,95.91666666666669,37.083333333333336,92.70833333333331,196.54166666666663,114.10416666666669,23.33333333333333,55.16666666666666,64.5,157.625,64.91666666666667,162.04164301999796,200.45833333333331,94.58333333333331,95.91666666666669,37.083333333333336,92.70833333333331,196.54166666666663,114.10416666666669,23.33333333333333,55.16666666666666,64.5,157.625,64.91666666666667
3,4,2013-03-30,2013-04-03,123.45833333333331,86.41067310038895,45.19494387463375,200.45833333333331,94.58333333333331,95.91666666666669,37.083333333333336,92.70833333333331,196.54166666666663,114.10416666666669,23.33333333333333,55.16666666666666,64.5,157.625,118.14507906225741,162.04164301999796,200.45833333333331,94.58333333333331,95.91666666666669,37.083333333333336,92.70833333333331,196.54166666666663,114.10416666666669,23.33333333333333,55.16666666666666,64.5,157.625
4,5,2013-03-30,2013-04-04,83.29166666666667,86.73747591495906,86.41067310038895,45.19494387463375,200.45833333333331,94.58333333333331,95.91666666666669,37.083333333333336,92.70833333333331,196.54166666666663,114.10416666666669,23.33333333333333,55.16666666666666,64.5,102.06249689004508,118.14507906225741,162.04164301999796,200.45833333333331,94.58333333333331,95.91666666666669,37.083333333333336,92.70833333333331,196.54166666666663,114.10416666666669,23.33333333333333,55.16666666666666,64.5
5,6,2013-03-30,2013-04-05,61.5,113.57818637956616,86.73747591495906,86.41067310038895,45.19494387463375,200.45833333333331,94.58333333333331,95.91666666666669,37.083333333333336,92.70833333333331,196.54166666666663,114.10416666666669,23.33333333333333,55.16666666666666,96.14033635879788,102.06249689004508,118.14507906225741,162.04164301999796,200.45833333333331,94.58333333333331,95.91666666666669,37.083333333333336,92.70833333333331,196.54166666666663,114.10416666666669,23.33333333333333,55.16666666666666
6,7,2013-03-30,2013-04-06,15.125,54.99802792481513,113.57818637956616,86.73747591495906,86.41067310038895,45.19494387463375,200.45833333333331,94.58333333333331,95.91666666666669,37.083333333333336,92.70833333333331,196.54166666666663,114.10416666666669,23.33333333333333,93.8594183721121,96.14033635879788,102.06249689004508,118.14507906225741,162.04164301999796,200.45833333333331,94.58333333333331,95.91666666666669,37.083333333333336,92.70833333333331,196.54166666666663,114.10416666666669,23.33333333333333
0,1,2013-04-06,2013-04-07,79.95833333333333,15.125,61.5,83.29166666666667,123.45833333333331,118.33333333333331,95.66666666666669,200.45833333333331,94.58333333333331,95.91666666666669,37.083333333333336,92.70833333333331,196.54166666666663,114.10416666666669,15.125,61.5,83.29166666666667,123.45833333333331,118.33333333333331,95.66666666666669,200.45833333333331,94.58333333333331,95.91666666666669,37.083333333333336,92.70833333333331,196.54166666666663,114.10416666666669
1,2,2013-04-06,2013-04-08,19.291666666666668,79.95833333333333,15.125,61.5,83.29166666666667,123.45833333333331,118.33333333333331,95.66666666666669,200.45833333333331,94.58333333333331,95.91666666666669,37.083333333333336,92.70833333333331,196.54166666666663,79.95833333333333,15.125,61.5,83.29166666666667,123.45833333333331,118.33333333333331,95.66666666666669,200.45833333333331,94.58333333333331,95.91666666666669,37.083333333333336,92.70833333333331,196.54166666666663
2,3,2013-04-06,2013-04-09,11.416666666666664,69.53111852923043,79.95833333333333,15.125,61.5,83.29166666666667,123.45833333333331,118.33333333333331,95.66666666666669,200.45833333333331,94.58333333333331,95.91666666666669,37.083333333333336,92.70833333333331,95.15168581421258,79.95833333333333,15.125,61.5,83.29166666666667,123.45833333333331,118.33333333333331,95.66666666666669,200.45833333333331,94.58333333333331,95.91666666666669,37.083333333333336,92.70833333333331
3,4,2013-04-06,2013-04-10,12.458333333333336,53.575593757340556,69.53111852923043,79.95833333333333,15.125,61.5,83.29166666666667,123.45833333333331,118.33333333333331,95.66666666666669,200.45833333333331,94.58333333333331,95.91666666666669,37.083333333333336,91.13016760906784,95.15168581421258,79.95833333333333,15.125,61.5,83.29166666666667,123.45833333333331,118.33333333333331,95.66666666666669,200.45833333333331,94.58333333333331,95.91666666666669,37.083333333333336
4,5,2013-04-06,2013-04-11,18.70833333333333,45.6606476991509,53.575593757340556,69.53111852923043,79.95833333333333,15.125,61.5,83.29166666666667,123.45833333333331,118.33333333333331,95.66666666666669,200.45833333333331,94.58333333333331,95.91666666666669,89.19895741465933,91.13016760906784,95.15168581421258,79.95833333333333,15.125,61.5,83.29166666666667,123.45833333333331,118.33333333333331,95.66666666666669,200.45833333333331,94.58333333333331,95.91666666666669
5,6,2013-04-06,2013-04-12,51.70833333333334,51.64848482474121,45.6606476991509,53.575593757340556,69.53111852923043,79.95833333333333,15.125,61.5,83.29166666666667,123.45833333333331,118.33333333333331,95.66666666666669,200.45833333333331,94.58333333333331,87.99635558809196,89.19895741465933,91.13016760906784,95.15168581421258,79.95833333333333,15.125,61.5,83.29166666666667,123.45833333333331,118.33333333333331,95.66666666666669,200.45833333333331,94.58333333333331
6,7,2013-04-06,2013-04-13,59.25,68.80303562087893,51.64848482474121,45.6606476991509,53.575593757340556,69.53111852923043,79.95833333333333,15.125,61.5,83.29166666666667,123.45833333333331,118.33333333333331,95.66666666666669,200.45833333333331,87.04302942014489,87.99635558809196,89.19895741465933,91.13016760906784,95.15168581421258,79.95833333333333,15.125,61.5,83.29166666666667,123.45833333333331,118.33333333333331,95.66666666666669,200.45833333333331
0,1,2013-04-13,2013-04-14,30.83333333333333,59.25,51.70833333333334,18.70833333333333,12.458333333333336,11.416666666666664,19.291666666666668,79.95833333333333,15.125,61.5,83.29166666666667,123.45833333333331,118.33333333333331,95.66666666666669,59.25,51.70833333333334,18.70833333333333,12.458333333333336,11.416666666666664,19.291666666666668,79.95833333333333,15.125,61.5,83.29166666666667,123.45833333333331,118.33333333333331,95.66666666666669
1,2,2013-04-13,2013-04-15,69.77083333333333,30.83333333333333,59.25,51.70833333333334,18.70833333333333,12.458333333333336,11.416666666666664,19.291666666666668,79.95833333333333,15.125,61.5,83.29166666666667,123.45833333333331,118.33333333333331,30.83333333333333,59.25,51.70833333333334,18.70833333333333,12.458333333333336,11.416666666666664,19.291666666666668,79.95833333333333,15.125,61.5,83.29166666666667,123.45833333333331,118.33333333333331
2,3,2013-04-13,2013-04-16,60.47916666666666,105.24981862171794,30.83333333333333,59.25,51.70833333333334,18.70833333333333,12.458333333333336,11.416666666666664,19.291666666666668,79.95833333333333,15.125,61.5,83.29166666666667,123.45833333333331,50.46867981000739,30.83333333333333,59.25,51.70833333333334,18.70833333333333,12.458333333333336,11.416666666666664,19.291666666666668,79.95833333333333,15.125,61.5,83.29166666666667,123.45833333333331
